Gama,Grupo,Artigo (norma / referência / formato),Material,Acabamento,Código,Descrição / medida,Equivalente,Stock
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006110     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x110                      ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006120     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x120                      ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006130     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x130                      ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006140     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x140                      ,ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006150     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x150                      ,ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006180     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x180                      ,ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006035     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x35                       ,ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006040     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x40                       ,ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006045     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x45                       ,ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006050     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x50                       ,ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006055     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x55                       ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006060     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x60                       ,ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006070     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x70                       ,ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006080     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x80                       ,ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Aço,Zincado Amarelo,2345313006090     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 6x90                       ,ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171025012     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 2,5x12                    ",ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171025016     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 2,5x16                    ",ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171025020     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 2,5x20                    ",ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171025025     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 2,5x25                    ",ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171035012     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3,5x12                    ",ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171035016     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3,5x16                    ",ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171035020     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3,5x20                    ",ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171035025     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3,5x25                    ",ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171035030     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3,5x30                    ",ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171035035     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3,5x35                    ",ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171035040     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3,5x40                    ",ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171035045     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3,5x45                    ",ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171035050     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3,5x50                    ",ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171003010     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3x10                      ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171003012     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3x12                      ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171003016     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3x16                      ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171003017     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3x17                      ,ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171003020     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3x20                      ,ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171003025     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3x25                      ,ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171003030     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3x30                      ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171003035     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3x35                      ,ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171003040     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3x40                      ,ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171003045     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3x45                      ,ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171003050     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 3x50                      ,ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171045100     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4,5x100                   ",ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171045016     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4,5x16                    ",ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171045020     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4,5x20                    ",ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171045025     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4,5x25                    ",ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171045030     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4,5x30                    ",ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171045035     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4,5x35                    ",ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171045040     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4,5x40                    ",ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171045045     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4,5x45                    ",ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171045050     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4,5x50                    ",ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171045060     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4,5x60                    ",ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171045070     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4,5x70                    ",ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171045080     ,"PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4,5x80                    ",ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171004012     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4x12                      ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171004016     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4x16                      ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171004017     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4x17                      ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171004020     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4x20                      ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171004025     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4x25                      ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171004030     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4x30                      ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171004035     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4x35                      ,ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171004040     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4x40                      ,ISO 4014,1
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171004045     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4x45                      ,ISO 4014,2
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171004050     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4x50                      ,ISO 4014,0
Fixação,Parafusos Para Madeira,DIN 7505A - Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ,Inox A2,,2345171004060     ,PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ INOX A2 4x60                      ,ISO 4014,1
